"REF_DATE","GEO","DGUID","Type of fuel","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-10","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","151.6","","","","1"
"2021-11","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","152.1","","","","1"
"2021-12","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","148.3","","","","1"
"2022-01","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","155.5","","","","1"
"2022-02","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","166.6","","","","1"
"2022-03","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","183.7","","","","1"
"2022-04","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","181.2","","","","1"
"2022-05","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","205.4","","","","1"
"2022-06","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","216.5","","","","1"
"2022-07","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","196.8","","","","1"
"2022-08","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","183.5","","","","1"
"2022-09","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","160.8","","","","1"
"2022-10","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","173.4","","","","1"
"2022-11","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","173.3","","","","1"
"2022-12","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","151.6","","","","1"
"2023-01","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","160.4","","","","1"
"2023-02","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","157.9","","","","1"
"2023-03","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","160.1","","","","1"
"2023-04","Montréal, Quebec","2011S0503462","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735096","7.2","167.4","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","110.9","","","","1"
"2021-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","117.7","","","","1"
"2021-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","123.1","","","","1"
"2021-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","125.4","","","","1"
"2021-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","129.9","","","","1"
"2021-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","131.3","","","","1"
"2021-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","134.7","","","","1"
"2021-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","135.7","","","","1"
"2021-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","136.3","","","","1"
"2021-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","143.5","","","","1"
"2021-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","142.6","","","","1"
"2021-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","136.0","","","","1"
"2022-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","144.3","","","","1"
"2022-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","156.0","","","","1"
"2022-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","172.0","","","","1"
"2022-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","174.3","","","","1"
"2022-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","198.0","","","","1"
"2022-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","205.7","","","","1"
"2022-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","180.4","","","","1"
"2022-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","165.5","","","","1"
"2022-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","148.7","","","","1"
"2022-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","164.3","","","","1"
"2022-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","161.5","","","","1"
"2022-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","140.6","","","","1"
"2023-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","148.6","","","","1"
"2023-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","146.0","","","","1"
"2023-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","147.7","","","","1"
"2023-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735097","8.2","157.8","","","","1"
"2021-01","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","110.9","","","","1"
"2021-02","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","118.1","","","","1"
"2021-03","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","123.8","","","","1"
"2021-04","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","125.9","","","","1"
"2021-05","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","130.2","","","","1"
"2021-06","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","132.6","","","","1"
"2021-07","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","136.4","","","","1"
"2021-08","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","137.2","","","","1"
"2021-09","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","137.9","","","","1"
"2021-10","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","145.3","","","","1"
"2021-11","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","144.3","","","","1"
"2021-12","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","137.7","","","","1"
"2022-01","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","146.1","","","","1"
"2022-02","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","157.5","","","","1"
"2022-03","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","173.0","","","","1"
"2022-04","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","174.3","","","","1"
"2022-05","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","198.0","","","","1"
"2022-06","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","205.9","","","","1"
"2022-07","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","180.5","","","","1"
"2022-08","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","165.6","","","","1"
"2022-09","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","148.7","","","","1"
"2022-10","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","164.3","","","","1"
"2022-11","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","161.6","","","","1"
"2022-12","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","140.7","","","","1"
"2023-01","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","148.6","","","","1"
"2023-02","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","144.6","","","","1"
"2023-03","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","145.8","","","","1"
"2023-04","Toronto, Ontario","2011S0503535","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735098","9.2","156.6","","","","1"
"2021-01","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","121.4","","","","1"
"2021-02","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","125.3","","","","1"
"2021-03","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","132.9","","","","1"
"2021-04","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","138.5","","","","1"
"2021-05","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","138.5","","","","1"
"2021-06","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","140.0","","","","1"
"2021-07","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","146.2","","","","1"
"2021-08","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","146.7","","","","1"
"2021-09","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","146.8","","","","1"
"2021-10","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","153.7","","","","1"
"2021-11","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","153.8","","","","1"
"2021-12","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","143.8","","","","1"
"2022-01","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","149.9","","","","1"
"2022-02","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","157.5","","","","1"
"2022-03","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","186.9","","","","1"
"2022-04","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","187.9","","","","1"
"2022-05","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","196.0","","","","1"
"2022-06","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","214.4","","","","1"
"2022-07","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","185.7","","","","1"
"2022-08","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","164.3","","","","1"
"2022-09","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","164.9","","","","1"
"2022-10","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","185.4","","","","1"
"2022-11","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","159.1","","","","1"
"2022-12","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","140.1","","","","1"
"2023-01","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","150.5","","","","1"
"2023-02","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","151.7","","","","1"
"2023-03","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","160.7","","","","1"
"2023-04","Thunder Bay, Ontario","2011S0503595","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735099","10.2","165.7","","","","1"
"2021-01","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","102.9","","","","1"
"2021-02","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","109.2","","","","1"
"2021-03","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","115.9","","","","1"
"2021-04","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","122.7","","","","1"
"2021-05","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","127.8","","","","1"
"2021-06","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","127.1","","","","1"
"2021-07","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","131.5","","","","1"
"2021-08","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","131.8","","","","1"
"2021-09","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","131.8","","","","1"
"2021-10","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","141.2","","","","1"
"2021-11","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","138.7","","","","1"
"2021-12","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","130.7","","","","1"
"2022-01","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","138.5","","","","1"
"2022-02","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","147.1","","","","1"
"2022-03","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","169.8","","","","1"
"2022-04","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","170.9","","","","1"
"2022-05","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","183.1","","","","1"
"2022-06","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","205.3","","","","1"
"2022-07","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","190.1","","","","1"
"2022-08","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","169.9","","","","1"
"2022-09","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","169.2","","","","1"
"2022-10","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","184.3","","","","1"
"2022-11","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","171.7","","","","1"
"2022-12","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","150.8","","","","1"
"2023-01","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","147.2","","","","1"
"2023-02","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","153.2","","","","1"
"2023-03","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","151.5","","","","1"
"2023-04","Winnipeg, Manitoba","2011S0503602","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735083","11.2","162.4","","","","1"
"2021-01","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","104.1","","","","1"
"2021-02","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","110.6","","","","1"
"2021-03","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","120.4","","","","1"
"2021-04","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","127.9","","","","1"
"2021-05","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","127.0","","","","1"
"2021-06","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","127.0","","","","1"
"2021-07","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","131.8","","","","1"
"2021-08","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","131.8","","","","1"
"2021-09","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","131.8","","","","1"
"2021-10","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","141.6","","","","1"
"2021-11","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","143.4","","","","1"
"2021-12","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","130.8","","","","1"
"2022-01","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","137.0","","","","1"
"2022-02","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","145.9","","","","1"
"2022-03","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","168.5","","","","1"
"2022-04","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","167.3","","","","1"
"2022-05","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","181.4","","","","1"
"2022-06","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","203.8","","","","1"
"2022-07","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","191.4","","","","1"
"2022-08","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","158.0","","","","1"
"2022-09","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","158.1","","","","1"
"2022-10","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","177.8","","","","1"
"2022-11","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","162.3","","","","1"
"2022-12","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","142.1","","","","1"
"2023-01","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","147.9","","","","1"
"2023-02","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","147.9","","","","1"
"2023-03","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","155.1","","","","1"
"2023-04","Regina, Saskatchewan","2011S0503705","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735084","12.2","160.5","","","","1"
"2021-01","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","103.8","","","","1"
"2021-02","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","110.3","","","","1"
"2021-03","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","119.7","","","","1"
"2021-04","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","126.5","","","","1"
"2021-05","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","125.3","","","","1"
"2021-06","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","126.5","","","","1"
"2021-07","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","131.3","","","","1"
"2021-08","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","131.3","","","","1"
"2021-09","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","131.7","","","","1"
"2021-10","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","141.3","","","","1"
"2021-11","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","143.0","","","","1"
"2021-12","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","129.7","","","","1"
"2022-01","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","135.7","","","","1"
"2022-02","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","145.7","","","","1"
"2022-03","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","168.2","","","","1"
"2022-04","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","167.2","","","","1"
"2022-05","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","181.5","","","","1"
"2022-06","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","202.9","","","","1"
"2022-07","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","186.5","","","","1"
"2022-08","Saskatoon, Saskatchewan","2011S0503725","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735085","13.2","153.8","","","","1"
